architecture,lane,width,bytes,warm,timed,persistent,rotate,median_us,q1_us,q3_us
gh200,reference,4,1310720,20,100,-1,-1,20.02756,19.92644,20.08291
gh200,reference,4,1572864,5,20,-1,-1,20.9802,20.9162,21.09055
gh200,reference,4,1572864,5,100,-1,-1,20.23619,20.20771,20.2669
gh200,reference,4,1572864,20,20,-1,-1,21.0266,20.92735,21.27775
gh200,reference,4,1572864,20,100,-1,-1,20.39778,20.35427,20.46498
gh200,reference,4,2097152,5,20,-1,-1,26.5128,26.38325,26.7448
gh200,reference,4,2097152,5,100,-1,-1,25.81364,25.70002,25.95793
gh200,reference,4,2097152,20,20,-1,-1,26.5672,26.5272,26.66
gh200,reference,4,2097152,20,100,-1,-1,26.01234,25.97106,26.26897
gh200,reference,4,3145728,5,20,-1,-1,33.215,32.9078,33.2758
gh200,reference,4,3145728,5,100,-1,-1,32.53857,32.48926,32.78941
gh200,reference,4,3145728,20,20,-1,-1,32.9606,32.9142,33.2198
gh200,reference,4,3145728,20,100,-1,-1,32.45118,32.4179,32.58013
gh200,reference,4,4194304,5,20,-1,-1,40.7732,40.73315,40.92515
gh200,reference,4,4194304,5,100,-1,-1,40.18662,40.08843,40.20742
gh200,reference,4,4194304,20,20,-1,-1,40.55715,40.5124,40.62275
gh200,reference,4,4194304,20,100,-1,-1,40.42277,40.09063,40.5831
gh200,wall,2,8,5,20,0,0,7.6878,7.6174,7.71815
gh200,wall,2,8,5,20,0,1,7.88295,7.84295,8.21255
gh200,wall,2,8,5,20,1,0,7.89735,7.74535,7.92455
gh200,wall,2,8,5,20,1,1,7.9118,7.81255,7.9806
gh200,wall,2,8,5,100,0,0,6.70924,6.50221,6.73036
gh200,wall,2,8,5,100,0,1,6.6158,6.54668,6.7342
gh200,wall,2,8,5,100,1,0,6.69516,6.56141,6.73804
gh200,wall,2,8,5,100,1,1,6.67405,6.659,6.91499
gh200,wall,2,8,20,20,0,0,7.57255,7.4782,7.6974
gh200,wall,2,8,20,20,0,1,7.8766,7.82215,7.98855
gh200,wall,2,8,20,20,1,0,7.88935,7.69575,7.92455
gh200,wall,2,8,20,20,1,1,7.6446,6.795,7.79495
gh200,wall,2,8,20,100,0,0,6.75083,5.80751,6.95051
gh200,wall,2,8,20,100,0,1,6.63468,6.0059,6.84108
gh200,wall,2,8,20,100,1,0,6.96843,6.6222,7.10954
gh200,wall,2,8,20,100,1,1,6.76652,6.74379,6.7822
gh200,wall,2,1024,5,20,0,0,7.435,7.36615,7.71815
gh200,wall,2,1024,5,20,0,1,7.35175,7.1886,7.419
gh200,wall,2,1024,5,20,1,0,7.2894,7.2638,7.443
gh200,wall,2,1024,5,20,1,1,7.4334,7.299,7.5406
gh200,wall,2,1024,5,100,0,0,6.7678,6.70348,6.79148
gh200,wall,2,1024,5,100,0,1,6.62956,6.56556,6.64876
gh200,wall,2,1024,5,100,1,0,6.52972,6.52204,6.59404
gh200,wall,2,1024,5,100,1,1,6.48653,6.48365,6.70284
gh200,wall,2,1024,20,20,0,0,7.3214,7.26055,7.39175
gh200,wall,2,1024,20,20,0,1,7.5534,7.33095,7.56615
gh200,wall,2,1024,20,20,1,0,7.4702,7.2718,7.47335
gh200,wall,2,1024,20,20,1,1,7.323,6.5406,7.5982
gh200,wall,2,1024,20,100,0,0,6.60364,6.52749,6.61004
gh200,wall,2,1024,20,100,0,1,6.58444,6.46509,6.64172
gh200,wall,2,1024,20,100,1,0,6.84875,6.56973,6.87787
gh200,wall,2,1024,20,100,1,1,6.82603,6.67563,6.84588
gh200,wall,2,524288,5,20,0,0,16.76425,16.6907,16.8235
gh200,wall,2,524288,5,20,0,1,18.17705,17.99785,18.24265
gh200,wall,2,524288,5,20,1,0,16.8747,16.8139,16.9979
gh200,wall,2,524288,5,20,1,1,18.2858,18.11785,18.31785
gh200,wall,2,524288,5,100,0,0,16.47566,16.44046,16.49519
gh200,wall,2,524288,5,100,0,1,17.98729,17.9745,17.99017
gh200,wall,2,524288,5,100,1,0,16.25039,16.21071,16.4091
gh200,wall,2,524288,5,100,1,1,18.06345,18.05835,18.09385
gh200,wall,2,524288,20,20,0,0,16.9211,16.69545,16.9771
gh200,wall,2,524288,20,20,0,1,16.9707,16.8843,17.0187
gh200,wall,2,524288,20,20,1,0,17.1099,17.0699,17.13065
gh200,wall,2,524288,20,20,1,1,16.9227,16.8267,16.9451
gh200,wall,2,524288,20,100,0,0,16.44142,16.26768,16.46862
gh200,wall,2,524288,20,100,0,1,17.64747,17.53068,17.71178
gh200,wall,2,524288,20,100,1,0,16.3627,16.27823,16.4907
gh200,wall,2,524288,20,100,1,1,17.75595,17.74282,17.76426
gh200,wall,2,786432,5,20,0,0,22.15615,22.13535,22.23935
gh200,wall,2,786432,5,20,0,1,23.6857,23.6777,23.7081
gh200,wall,2,786432,5,20,1,0,22.38335,22.24415,22.4873
gh200,wall,2,786432,5,20,1,1,23.70805,23.6857,23.7113
gh200,wall,2,786432,5,100,0,0,21.81279,21.78302,21.85568
gh200,wall,2,786432,5,100,0,1,25.0386,25.02324,25.109
gh200,wall,2,786432,5,100,1,0,21.63455,21.52384,21.63647
gh200,wall,2,786432,5,100,1,1,25.08407,25.08245,25.17268
gh200,wall,2,786432,20,20,0,0,22.20095,22.18495,22.38175
gh200,wall,2,786432,20,20,0,1,22.5081,22.5001,22.7593
gh200,wall,2,786432,20,20,1,0,22.4825,22.4137,22.5721
gh200,wall,2,786432,20,20,1,1,22.7065,22.4873,22.8377
gh200,wall,2,786432,20,100,0,0,21.6963,21.66944,21.7683
gh200,wall,2,786432,20,100,0,1,24.51958,24.46678,24.5551
gh200,wall,2,786432,20,100,1,0,21.65982,21.64607,21.7331
gh200,wall,2,786432,20,100,1,1,24.63509,24.61462,24.67829
gh200,wall,2,1048576,5,20,0,0,29.98795,29.9783,30.0263
gh200,wall,2,1048576,5,20,0,1,30.2743,30.2647,30.3031
gh200,wall,2,1048576,5,20,1,0,30.1063,29.9735,30.1111
gh200,wall,2,1048576,5,20,1,1,30.3495,30.2343,30.36065
gh200,wall,2,1048576,5,100,0,0,29.42983,29.39271,29.54471
gh200,wall,2,1048576,5,100,0,1,30.09093,30.0119,30.13701
gh200,wall,2,1048576,5,100,1,0,29.4308,29.35911,29.45159
gh200,wall,2,1048576,5,100,1,1,30.29028,30.22343,30.35332
gh200,wall,2,1048576,20,20,0,0,29.8711,29.7367,29.8807
gh200,wall,2,1048576,20,20,0,1,30.49025,30.45505,30.5063
gh200,wall,2,1048576,20,20,1,0,30.09825,30.0839,30.1639
gh200,wall,2,1048576,20,20,1,1,30.35265,30.1447,30.5959
gh200,wall,2,1048576,20,100,0,0,29.40681,29.40455,29.56007
gh200,wall,2,1048576,20,100,0,1,30.01765,29.88581,30.08773
gh200,wall,2,1048576,20,100,1,0,29.48391,29.47526,29.54631
gh200,wall,2,1048576,20,100,1,1,30.05989,30.05861,30.13541
gh200,wall,2,1310720,5,20,0,0,32.05665,31.98785,32.087
gh200,wall,2,1310720,5,20,0,1,32.7382,32.6406,32.78465
gh200,wall,2,1310720,5,20,1,0,32.2182,32.21505,32.2838
gh200,wall,2,1310720,5,20,1,1,32.6358,32.57505,32.7126
gh200,wall,2,1310720,5,100,0,0,31.66817,31.66337,31.70912
gh200,wall,2,1310720,5,100,0,1,32.55709,32.53309,32.68797
gh200,wall,2,1310720,5,100,1,0,31.65729,31.6464,31.70048
gh200,wall,2,1310720,5,100,1,1,32.77181,32.70784,32.80317
gh200,wall,2,1310720,20,20,0,0,32.1942,32.1638,32.19425
gh200,wall,2,1310720,20,20,0,1,33.2534,33.2262,33.3158
gh200,wall,2,1310720,20,20,1,0,32.3926,32.37985,32.5398
gh200,wall,2,1310720,20,20,1,1,33.1334,33.1014,33.5014
gh200,wall,2,1310720,20,100,0,0,31.73314,31.69311,31.76129
gh200,wall,2,1310720,20,100,0,1,32.62333,32.54558,32.73565
gh200,wall,2,1310720,20,100,1,0,31.60544,31.59648,31.69184
gh200,wall,2,1310720,20,100,1,1,32.63677,32.59421,32.65501
gh200,wall,2,1572864,5,20,0,0,34.13015,34.0918,34.37335
gh200,wall,2,1572864,5,20,0,1,35.01815,34.96855,35.0726
gh200,wall,2,1572864,5,20,1,0,34.29175,34.26775,34.343
gh200,wall,2,1572864,5,20,1,1,35.23415,35.1285,35.24055
gh200,wall,2,1572864,5,100,0,0,33.7065,33.68731,33.81402
gh200,wall,2,1572864,5,100,0,1,34.67191,34.67095,34.80023
gh200,wall,2,1572864,5,100,1,0,33.61243,33.56763,33.62522
gh200,wall,2,1572864,5,100,1,1,34.91095,34.77943,34.92505
gh200,wall,2,1572864,20,20,0,0,34.3046,34.12855,34.33815
gh200,wall,2,1572864,20,20,0,1,35.25335,35.24855,35.26775
gh200,wall,2,1572864,20,20,1,0,34.37815,34.3046,34.42615
gh200,wall,2,1572864,20,20,1,1,35.3605,35.10295,35.43095
gh200,wall,2,1572864,20,100,0,0,33.66332,33.5401,33.67962
gh200,wall,2,1572864,20,100,0,1,34.6649,34.63895,34.84887
gh200,wall,2,1572864,20,100,1,0,33.70746,33.66362,33.71898
gh200,wall,2,1572864,20,100,1,1,34.67959,34.66743,34.72375
gh200,wall,2,2097152,5,20,0,0,38.40845,38.31245,38.42765
gh200,wall,2,2097152,5,20,0,1,39.42765,39.41,39.4932
gh200,wall,2,2097152,5,20,1,0,38.46285,38.43725,38.57965
gh200,wall,2,2097152,5,20,1,1,39.5684,39.4676,39.6116
gh200,wall,2,2097152,5,100,0,0,37.9035,37.8139,38.0059
gh200,wall,2,2097152,5,100,0,1,39.29513,39.26569,39.31241
gh200,wall,2,2097152,5,100,1,0,37.81389,37.77774,37.96141
gh200,wall,2,2097152,5,100,1,1,39.41577,39.35752,39.4302
gh200,wall,2,2097152,20,20,0,0,38.3765,38.35245,38.42125
gh200,wall,2,2097152,20,20,0,1,39.6644,39.6484,39.7332
gh200,wall,2,2097152,20,20,1,0,38.41,38.36045,38.6004
gh200,wall,2,2097152,20,20,1,1,39.6356,39.4836,39.7284
gh200,wall,2,2097152,20,100,0,0,37.73294,37.67761,37.74829
gh200,wall,2,2097152,20,100,0,1,39.06921,38.91498,39.13386
gh200,wall,2,2097152,20,100,1,0,37.76846,37.72238,37.83245
gh200,wall,2,2097152,20,100,1,1,39.11882,39.08298,39.2033
gh200,wall,2,3145728,5,20,0,0,48.16335,48.0529,48.20815
gh200,wall,2,3145728,5,20,0,1,49.2737,49.07055,49.3697
gh200,wall,2,3145728,5,20,1,0,48.08655,48.00655,48.11375
gh200,wall,2,3145728,5,20,1,1,49.3329,49.30095,49.34895
gh200,wall,2,3145728,5,100,0,0,47.57523,47.49393,47.59312
gh200,wall,2,3145728,5,100,0,1,48.97836,48.87756,49.10188
gh200,wall,2,3145728,5,100,1,0,47.596,47.52464,47.62736
gh200,wall,2,3145728,5,100,1,1,49.06956,48.948,49.21195
gh200,wall,2,3145728,20,20,0,0,48.1266,47.95695,48.16815
gh200,wall,2,3145728,20,20,0,1,49.6033,49.4065,49.6657
gh200,wall,2,3145728,20,20,1,0,48.27695,48.25775,48.31055
gh200,wall,2,3145728,20,20,1,1,49.5953,49.4353,49.6177
gh200,wall,2,3145728,20,100,0,0,47.5208,47.48531,47.56816
gh200,wall,2,3145728,20,100,0,1,48.891,48.87088,49.05067
gh200,wall,2,3145728,20,100,1,0,47.54639,47.48912,47.572
gh200,wall,2,3145728,20,100,1,1,49.02955,48.97996,49.13324
gh200,wall,2,4194304,5,20,0,0,57.36145,57.27345,57.54065
gh200,wall,2,4194304,5,20,0,1,58.9214,58.7454,59.08785
gh200,wall,2,4194304,5,20,1,0,57.30865,57.21745,57.32465
gh200,wall,2,4194304,5,20,1,1,59.0094,58.8174,59.0398
gh200,wall,2,4194304,5,100,0,0,56.77654,56.74101,56.7954
gh200,wall,2,4194304,5,100,0,1,58.25328,58.2344,58.55182
gh200,wall,2,4194304,5,100,1,0,56.71573,56.62325,56.77365
gh200,wall,2,4194304,5,100,1,1,58.51375,58.51157,58.61935
gh200,wall,2,4194304,20,20,0,0,57.1839,57.1823,57.3039
gh200,wall,2,4194304,20,20,0,1,58.86545,58.7214,58.9262
gh200,wall,2,4194304,20,20,1,0,57.4799,57.2719,57.53265
gh200,wall,2,4194304,20,20,1,1,58.763,58.75825,58.7998
gh200,wall,2,4194304,20,100,0,0,56.61558,56.58006,56.66132
gh200,wall,2,4194304,20,100,0,1,58.2328,58.21679,58.40719
gh200,wall,2,4194304,20,100,1,0,56.77876,56.6066,56.8258
gh200,wall,2,4194304,20,100,1,1,58.3384,58.30511,58.5531
gh200,wall,4,8,5,20,0,0,9.18695,9.09095,9.3837
gh200,wall,4,8,5,20,0,1,9.2733,9.25735,9.31175
gh200,wall,4,8,5,20,1,0,8.89415,8.8829,8.93255
gh200,wall,4,8,5,20,1,1,9.00935,8.9693,9.2189
gh200,wall,4,8,5,100,0,0,8.0692,8.06311,8.20647
gh200,wall,4,8,5,100,0,1,8.30791,8.26663,8.33799
gh200,wall,4,8,5,100,1,0,8.06216,8.0388,8.09832
gh200,wall,4,8,5,100,1,1,8.27367,8.24743,8.37159
gh200,wall,4,8,20,20,0,0,8.9341,8.83495,8.95975
gh200,wall,4,8,20,20,0,1,9.01095,8.98855,9.0157
gh200,wall,4,8,20,20,1,0,8.9165,8.76295,9.0429
gh200,wall,4,8,20,20,1,1,8.87655,8.71495,8.87815
gh200,wall,4,8,20,100,0,0,8.0484,7.98888,8.16743
gh200,wall,4,8,20,100,0,1,8.10407,8.06152,8.19815
gh200,wall,4,8,20,100,1,0,8.03975,7.82217,8.06951
gh200,wall,4,8,20,100,1,1,8.08551,8.05799,8.19688
gh200,wall,4,1024,5,20,0,0,10.0701,9.9389,10.4509
gh200,wall,4,1024,5,20,0,1,10.74845,10.6461,10.97885
gh200,wall,4,1024,5,20,1,0,9.7085,9.6845,9.80295
gh200,wall,4,1024,5,20,1,1,10.2589,10.2573,10.53085
gh200,wall,4,1024,5,100,0,0,9.1018,9.08485,9.1866
gh200,wall,4,1024,5,100,0,1,10.00833,9.97217,10.0365
gh200,wall,4,1024,5,100,1,0,9.16132,9.0746,9.20548
gh200,wall,4,1024,5,100,1,1,9.99522,9.91267,10.00098
gh200,wall,4,1024,20,20,0,0,9.7069,9.6781,9.8349
gh200,wall,4,1024,20,20,0,1,9.6125,9.5021,9.6669
gh200,wall,4,1024,20,20,1,0,9.6509,9.5901,9.7485
gh200,wall,4,1024,20,20,1,1,9.6525,9.5821,9.7709
gh200,wall,4,1024,20,100,0,0,9.1626,8.99108,9.20132
gh200,wall,4,1024,20,100,0,1,9.71043,9.70019,9.86786
gh200,wall,4,1024,20,100,1,0,9.07236,9.05542,9.09764
gh200,wall,4,1024,20,100,1,1,9.75107,9.73762,9.8333
gh200,wall,4,524288,5,20,0,0,14.60595,14.57555,14.60595
gh200,wall,4,524288,5,20,0,1,15.92275,15.6427,15.9371
gh200,wall,4,524288,5,20,1,0,14.55955,14.44915,14.56915
gh200,wall,4,524288,5,20,1,1,15.82835,15.8187,15.98995
gh200,wall,4,524288,5,100,0,0,13.77911,13.75767,13.8383
gh200,wall,4,524288,5,100,0,1,15.57041,15.5573,15.63729
gh200,wall,4,524288,5,100,1,0,13.78646,13.74071,13.79095
gh200,wall,4,524288,5,100,1,1,15.52017,15.51697,15.52113
gh200,wall,4,524288,20,20,0,0,14.53075,14.36595,14.5308
gh200,wall,4,524288,20,20,0,1,14.52595,14.326,14.62195
gh200,wall,4,524288,20,20,1,0,14.49715,14.4876,14.50195
gh200,wall,4,524288,20,20,1,1,14.47635,14.45715,14.49395
gh200,wall,4,524288,20,100,0,0,13.73175,13.67511,13.74646
gh200,wall,4,524288,20,100,0,1,15.14226,15.10003,15.2165
gh200,wall,4,524288,20,100,1,0,13.71991,13.64791,13.7423
gh200,wall,4,524288,20,100,1,1,15.20594,15.19026,15.23954
gh200,wall,4,786432,5,20,0,0,15.24275,15.1275,15.27315
gh200,wall,4,786432,5,20,0,1,15.9243,15.8715,16.0315
gh200,wall,4,786432,5,20,1,0,15.26195,15.24275,15.3451
gh200,wall,4,786432,5,20,1,1,15.84115,15.82995,15.8619
gh200,wall,4,786432,5,100,0,0,14.49972,14.44469,14.53717
gh200,wall,4,786432,5,100,0,1,16.24016,16.13551,16.24111
gh200,wall,4,786432,5,100,1,0,14.42645,14.36213,14.47284
gh200,wall,4,786432,5,100,1,1,16.15984,16.10928,16.22031
gh200,wall,4,786432,20,20,0,0,15.22835,15.02035,15.2907
gh200,wall,4,786432,20,20,0,1,15.40435,15.28595,15.4203
gh200,wall,4,786432,20,20,1,0,15.24275,15.21395,15.24915
gh200,wall,4,786432,20,20,1,1,15.27155,15.25715,15.32755
gh200,wall,4,786432,20,100,0,0,14.44276,14.34262,14.4674
gh200,wall,4,786432,20,100,0,1,15.8936,15.85264,15.89488
gh200,wall,4,786432,20,100,1,0,14.36372,14.35572,14.38804
gh200,wall,4,786432,20,100,1,1,15.82577,15.81904,15.87696
gh200,wall,4,1048576,5,20,0,0,17.5995,17.4795,17.64585
gh200,wall,4,1048576,5,20,0,1,18.74025,18.73865,19.08585
gh200,wall,4,1048576,5,20,1,0,17.59145,17.5643,17.64585
gh200,wall,4,1048576,5,20,1,1,18.8058,18.73385,18.9738
gh200,wall,4,1048576,5,100,0,0,16.84461,16.82797,16.88301
gh200,wall,4,1048576,5,100,0,1,19.51173,19.45669,19.54534
gh200,wall,4,1048576,5,100,1,0,16.85453,16.78989,16.87405
gh200,wall,4,1048576,5,100,1,1,19.50118,19.48837,19.50341
gh200,wall,4,1048576,20,20,0,0,17.78665,17.5947,17.89705
gh200,wall,4,1048576,20,20,0,1,19.4138,19.3754,19.7258
gh200,wall,4,1048576,20,20,1,0,17.6443,17.6411,17.88425
gh200,wall,4,1048576,20,20,1,1,19.8218,19.7674,19.82185
gh200,wall,4,1048576,20,100,0,0,16.80686,16.78157,16.82125
gh200,wall,4,1048576,20,100,0,1,19.45797,19.42854,19.46341
gh200,wall,4,1048576,20,100,1,0,16.82925,16.71278,16.85932
gh200,wall,4,1048576,20,100,1,1,19.47781,19.42373,19.55301
gh200,wall,4,1310720,5,20,0,0,20.5962,20.1946,20.70975
gh200,wall,4,1310720,5,20,0,1,22.4777,22.46175,22.7337
gh200,wall,4,1310720,5,20,1,0,20.361,20.1946,20.41535
gh200,wall,4,1310720,5,20,1,1,22.3689,22.35775,22.40255
gh200,wall,4,1310720,5,100,0,0,19.57924,19.5511,19.69604
gh200,wall,4,1310720,5,100,0,1,22.775,22.7462,22.79355
gh200,wall,4,1310720,5,100,1,0,19.43077,19.37285,19.46117
gh200,wall,4,1310720,5,100,1,1,22.76923,22.75675,22.7766
gh200,wall,4,1310720,20,20,0,0,20.257,20.1898,20.32415
gh200,wall,4,1310720,20,20,0,1,23.59765,23.50965,23.6121
gh200,wall,4,1310720,20,20,1,0,20.3418,20.3178,20.39295
gh200,wall,4,1310720,20,20,1,1,23.6537,23.6441,23.6889
gh200,wall,4,1310720,20,100,0,0,19.34917,19.32646,19.44933
gh200,wall,4,1310720,20,100,0,1,22.88059,22.80443,22.88988
gh200,wall,4,1310720,20,100,1,0,19.41765,19.30757,19.44901
gh200,wall,4,1310720,20,100,1,1,22.91547,22.8233,22.92251
gh200,wall,4,1572864,5,20,0,0,21.13695,21.08255,21.20095
gh200,wall,4,1572864,5,20,0,1,23.98005,23.6809,24.1497
gh200,wall,4,1572864,5,20,1,0,21.249,21.1482,21.29855
gh200,wall,4,1572864,5,20,1,1,23.6889,23.6889,23.7097
gh200,wall,4,1572864,5,100,0,0,20.33027,20.31042,20.34946
gh200,wall,4,1572864,5,100,0,1,23.69624,23.69082,23.73529
gh200,wall,4,1572864,5,100,1,0,20.37026,20.28099,20.5645
gh200,wall,4,1572864,5,100,1,1,23.59769,23.59194,23.63449
gh200,wall,4,1572864,20,20,0,0,20.9146,20.7866,21.15935
gh200,wall,4,1572864,20,20,0,1,24.45525,24.30005,24.8328
gh200,wall,4,1572864,20,20,1,0,21.28575,21.23935,21.3034
gh200,wall,4,1572864,20,20,1,1,24.39125,24.33205,24.45205
gh200,wall,4,1572864,20,100,0,0,20.27331,20.26083,20.39203
gh200,wall,4,1572864,20,100,0,1,23.66137,23.63416,23.73592
gh200,wall,4,1572864,20,100,1,0,20.24322,20.19395,20.24899
gh200,wall,4,1572864,20,100,1,1,23.69305,23.66392,23.7084
gh200,wall,4,2097152,5,20,0,0,27.14635,26.82,27.56555
gh200,wall,4,2097152,5,20,0,1,30.0759,30.0247,30.1367
gh200,wall,4,2097152,5,20,1,0,26.7048,26.6424,26.7368
gh200,wall,4,2097152,5,20,1,1,30.1031,30.0663,30.1831
gh200,wall,4,2097152,5,100,0,0,25.96434,25.92657,26.14865
gh200,wall,4,2097152,5,100,0,1,30.34086,30.26629,30.3626
gh200,wall,4,2097152,5,100,1,0,25.8149,25.8133,25.88913
gh200,wall,4,2097152,5,100,1,1,30.39141,30.22276,30.49923
gh200,wall,4,2097152,20,20,0,0,26.5384,26.4824,26.7336
gh200,wall,4,2097152,20,20,0,1,31.18945,30.99425,31.20225
gh200,wall,4,2097152,20,20,1,0,26.9736,26.7288,27.0296
gh200,wall,4,2097152,20,20,1,1,31.20705,31.1367,31.32385
gh200,wall,4,2097152,20,100,0,0,26.05457,26.02003,26.18129
gh200,wall,4,2097152,20,100,0,1,30.46308,30.26596,30.49508
gh200,wall,4,2097152,20,100,1,0,25.8258,25.78802,25.91986
gh200,wall,4,2097152,20,100,1,1,30.40068,30.37381,30.47172
gh200,wall,4,3145728,5,20,0,0,33.0694,33.039,33.0854
gh200,wall,4,3145728,5,20,0,1,34.56375,34.49495,34.57975
gh200,wall,4,3145728,5,20,1,0,33.0982,32.89345,33.127
gh200,wall,4,3145728,5,20,1,1,34.41175,34.399,34.66135
gh200,wall,4,3145728,5,100,0,0,32.35294,32.34654,32.56702
gh200,wall,4,3145728,5,100,0,1,33.94778,33.9238,33.98137
gh200,wall,4,3145728,5,100,1,0,32.31935,32.31262,32.39102
gh200,wall,4,3145728,5,100,1,1,34.0342,33.98073,34.07577
gh200,wall,4,3145728,20,20,0,0,33.0998,32.9926,33.1798
gh200,wall,4,3145728,20,20,0,1,34.63255,34.57975,34.71255
gh200,wall,4,3145728,20,20,1,0,33.2134,33.1206,33.311
gh200,wall,4,3145728,20,20,1,1,34.71095,34.65175,34.71735
gh200,wall,4,3145728,20,100,0,0,32.33278,32.31775,32.45086
gh200,wall,4,3145728,20,100,0,1,33.95161,33.93913,34.11961
gh200,wall,4,3145728,20,100,1,0,32.30655,32.29598,32.33406
gh200,wall,4,3145728,20,100,1,1,34.08536,34.01529,34.10489
gh200,wall,4,4194304,5,20,0,0,40.68835,40.6788,40.72835
gh200,wall,4,4194304,5,20,0,1,43.48345,43.3411,43.5731
gh200,wall,4,4194304,5,20,1,0,40.6196,40.5732,40.84195
gh200,wall,4,4194304,5,20,1,1,43.3875,43.3651,43.4563
gh200,wall,4,4194304,5,100,0,0,40.02856,39.96232,40.43621
gh200,wall,4,4194304,5,100,0,1,42.81215,42.7245,42.89757
gh200,wall,4,4194304,5,100,1,0,39.91527,39.83719,40.01767
gh200,wall,4,4194304,5,100,1,1,42.78306,42.63136,42.80318
gh200,wall,4,4194304,20,20,0,0,40.87075,40.4516,40.89
gh200,wall,4,4194304,20,20,0,1,43.3715,43.1923,43.50585
gh200,wall,4,4194304,20,20,1,0,40.7348,40.7012,40.85
gh200,wall,4,4194304,20,20,1,1,43.1923,43.1763,43.3203
gh200,wall,4,4194304,20,100,0,0,39.91686,39.84265,39.92584
gh200,wall,4,4194304,20,100,0,1,42.67232,42.57407,42.67998
gh200,wall,4,4194304,20,100,1,0,39.89802,39.89575,39.96072
gh200,wall,4,4194304,20,100,1,1,42.79294,42.76735,42.81023
