architecture,lane,width,bytes,warm,timed,persistent,rotate,median_us,q1_us,q3_us
a100,reference,2,3145728,20,20,-1,-1,79.4498,79.4457,79.5234
a100,reference,2,3145728,20,100,-1,-1,79.07233,78.96742,79.08886
a100,reference,2,4194304,5,20,-1,-1,92.4564,92.3411,92.45685
a100,reference,2,4194304,5,100,-1,-1,92.23493,92.18461,92.42237
a100,reference,2,4194304,20,20,-1,-1,92.5525,92.34865,92.75795
a100,reference,2,4194304,20,100,-1,-1,92.06879,91.9681,92.21186
a100,reference,4,8,5,20,-1,-1,12.9966,12.98305,13.0707
a100,reference,4,8,5,100,-1,-1,12.35342,12.32287,12.37327
a100,reference,4,8,20,20,-1,-1,12.87085,12.7215,13.10075
a100,reference,4,8,20,100,-1,-1,12.37116,12.33559,12.3927
a100,reference,4,1024,5,20,-1,-1,14.7319,14.64675,14.81305
a100,reference,4,1024,5,100,-1,-1,13.92496,13.91414,14.01612
a100,reference,4,1024,20,20,-1,-1,14.266,14.1137,14.2921
a100,reference,4,1024,20,100,-1,-1,13.89711,13.8944,13.92015
a100,reference,4,524288,5,20,-1,-1,24.2127,23.96925,24.28435
a100,reference,4,524288,5,100,-1,-1,23.00457,22.9136,23.05919
a100,reference,4,524288,20,20,-1,-1,23.6441,23.39165,23.7894
a100,reference,4,524288,20,100,-1,-1,23.08153,23.016,23.16117
a100,reference,4,786432,5,20,-1,-1,26.7761,26.6454,26.9194
a100,reference,4,786432,5,100,-1,-1,26.27498,26.21657,26.30735
a100,reference,4,786432,20,20,-1,-1,26.9094,26.4741,26.93395
a100,reference,4,786432,20,100,-1,-1,26.09604,26.08151,26.13872
a100,reference,4,1048576,5,20,-1,-1,32.1926,32.0062,32.23715
a100,reference,4,1048576,5,100,-1,-1,31.57791,31.54215,31.59155
a100,reference,4,1048576,20,20,-1,-1,32.147,31.99275,32.16855
a100,reference,4,1048576,20,100,-1,-1,31.61788,31.60106,31.6714
a100,reference,4,1310720,5,20,-1,-1,37.22025,37.1647,37.4337
a100,reference,4,1310720,5,100,-1,-1,36.82033,36.60832,36.82083
a100,reference,4,1310720,20,20,-1,-1,37.1632,37.1406,37.30145
a100,reference,4,1310720,20,100,-1,-1,36.78967,36.78915,36.81732
a100,reference,4,1572864,5,20,-1,-1,45.5148,45.49025,45.55485
a100,reference,4,1572864,5,100,-1,-1,45.00441,44.88077,45.06051
a100,reference,4,1572864,20,20,-1,-1,45.65905,45.5844,45.74675
a100,reference,4,1572864,20,100,-1,-1,45.03296,45.02324,45.06333
a100,reference,4,2097152,5,20,-1,-1,50.9007,50.45285,51.0244
a100,reference,4,2097152,5,100,-1,-1,50.1417,50.132,50.15356
a100,reference,4,2097152,20,20,-1,-1,50.73985,50.6352,50.83805
a100,reference,4,2097152,20,100,-1,-1,50.27396,50.1294,50.28268
a100,reference,4,3145728,5,20,-1,-1,57.06705,57.04105,57.2895
a100,reference,4,3145728,5,100,-1,-1,56.74075,56.73603,56.74164
a100,reference,4,3145728,20,20,-1,-1,57.2429,57.1768,57.32255
a100,reference,4,3145728,20,100,-1,-1,56.73593,56.71091,56.74214
a100,reference,4,4194304,5,20,-1,-1,69.0642,68.96505,69.39385
a100,reference,4,4194304,5,100,-1,-1,68.5403,68.51738,68.56345
a100,reference,4,4194304,20,20,-1,-1,68.91095,68.8443,68.9279
a100,reference,4,4194304,20,100,-1,-1,68.47208,68.46405,68.55736
a100,wall,2,8,5,20,0,0,10.60045,10.39205,10.6215
a100,wall,2,8,5,20,0,1,10.5138,10.33095,10.5769
a100,wall,2,8,5,20,1,0,10.35345,10.3475,10.3535
a100,wall,2,8,5,20,1,1,10.6355,10.53035,10.7788
a100,wall,2,8,5,100,0,0,10.1085,10.056,10.1093
a100,wall,2,8,5,100,0,1,10.21039,10.11231,10.27823
a100,wall,2,8,5,100,1,0,10.02053,10.01862,10.02193
a100,wall,2,8,5,100,1,1,10.2108,10.19697,10.29116
a100,wall,2,8,20,20,0,0,10.3169,10.3059,10.34095
a100,wall,2,8,20,20,0,1,10.4597,10.372,10.4727
a100,wall,2,8,20,20,1,0,10.4236,10.33145,10.49075
a100,wall,2,8,20,20,1,1,10.3655,10.28135,10.4732
a100,wall,2,8,20,100,0,0,9.9514,9.88788,9.95149
a100,wall,2,8,20,100,0,1,10.06191,10.0046,10.12353
a100,wall,2,8,20,100,1,0,10.01632,9.85962,10.07112
a100,wall,2,8,20,100,1,1,10.16541,10.1618,10.21961
a100,wall,2,1024,5,20,0,0,11.63495,11.29475,14.21745
a100,wall,2,1024,5,20,0,1,13.6238,13.499,13.84875
a100,wall,2,1024,5,20,1,0,10.7162,10.6761,10.7412
a100,wall,2,1024,5,20,1,1,11.33385,11.0949,11.37145
a100,wall,2,1024,5,100,0,0,11.91127,10.76978,12.06938
a100,wall,2,1024,5,100,0,1,11.01164,10.9924,11.51742
a100,wall,2,1024,5,100,1,0,10.62119,10.50587,10.68541
a100,wall,2,1024,5,100,1,1,10.97006,10.8345,11.02357
a100,wall,2,1024,20,20,0,0,13.5136,10.82585,13.76305
a100,wall,2,1024,20,20,0,1,11.2903,10.8324,13.5867
a100,wall,2,1024,20,20,1,0,10.9566,10.81135,10.96265
a100,wall,2,1024,20,20,1,1,10.637,10.4817,10.9281
a100,wall,2,1024,20,100,0,0,12.32077,10.55395,12.35804
a100,wall,2,1024,20,100,0,1,11.78043,11.50069,12.11918
a100,wall,2,1024,20,100,1,0,10.49986,10.41389,10.66016
a100,wall,2,1024,20,100,1,1,10.86886,10.86656,10.94912
a100,wall,2,524288,5,20,0,0,27.86125,27.86025,28.1012
a100,wall,2,524288,5,20,0,1,29.6482,29.61665,29.799
a100,wall,2,524288,5,20,1,0,27.87725,27.71695,27.8943
a100,wall,2,524288,5,20,1,1,29.7524,29.6562,29.88215
a100,wall,2,524288,5,100,0,0,27.20917,27.1594,27.23033
a100,wall,2,524288,5,100,0,1,29.25524,29.25311,29.31755
a100,wall,2,524288,5,100,1,0,27.23183,27.18804,27.33684
a100,wall,2,524288,5,100,1,1,29.35713,29.21617,29.392
a100,wall,2,524288,20,20,0,0,27.8958,27.83165,27.9434
a100,wall,2,524288,20,20,0,1,29.67325,29.5044,29.7494
a100,wall,2,524288,20,20,1,0,27.83065,27.79165,27.9249
a100,wall,2,524288,20,20,1,1,29.63515,29.6056,29.7023
a100,wall,2,524288,20,100,0,0,26.98496,26.89909,27.01229
a100,wall,2,524288,20,100,0,1,29.01988,28.85386,29.02829
a100,wall,2,524288,20,100,1,0,27.03025,26.90591,27.06381
a100,wall,2,524288,20,100,1,1,29.22857,29.12938,29.34199
a100,wall,2,786432,5,20,0,0,51.4337,51.2955,51.4402
a100,wall,2,786432,5,20,0,1,52.14205,52.0499,52.1957
a100,wall,2,786432,5,20,1,0,51.45525,51.43525,51.62055
a100,wall,2,786432,5,20,1,1,51.81545,51.8069,51.82695
a100,wall,2,786432,5,100,0,0,49.63064,49.58004,49.65127
a100,wall,2,786432,5,100,0,1,50.21144,50.19469,50.2824
a100,wall,2,786432,5,100,1,0,49.7178,49.64618,49.76979
a100,wall,2,786432,5,100,1,1,50.2883,50.21155,50.31095
a100,wall,2,786432,20,20,0,0,51.6782,51.16315,51.7002
a100,wall,2,786432,20,20,0,1,52.0153,51.95425,52.0264
a100,wall,2,786432,20,20,1,0,51.5655,51.44225,51.5875
a100,wall,2,786432,20,20,1,1,52.3059,52.25835,52.32045
a100,wall,2,786432,20,100,0,0,49.61718,49.42194,49.69699
a100,wall,2,786432,20,100,0,1,50.16386,50.06818,50.2271
a100,wall,2,786432,20,100,1,0,49.46113,49.45963,49.58894
a100,wall,2,786432,20,100,1,1,50.22057,50.16687,50.2385
a100,wall,2,1048576,5,20,0,0,53.51075,53.4997,53.89795
a100,wall,2,1048576,5,20,0,1,54.3083,54.16145,54.5572
a100,wall,2,1048576,5,20,1,0,54.00565,53.98715,54.14145
a100,wall,2,1048576,5,20,1,1,54.3283,54.1735,54.5903
a100,wall,2,1048576,5,100,0,0,52.24418,52.18447,52.26411
a100,wall,2,1048576,5,100,0,1,52.82336,52.67771,52.83582
a100,wall,2,1048576,5,100,1,0,52.3092,52.13487,52.34426
a100,wall,2,1048576,5,100,1,1,52.89293,52.87952,53.04572
a100,wall,2,1048576,20,20,0,0,52.42715,52.39555,52.55635
a100,wall,2,1048576,20,20,0,1,53.38945,53.25875,53.42055
a100,wall,2,1048576,20,20,1,0,52.70165,52.58995,52.7127
a100,wall,2,1048576,20,20,1,1,53.19665,53.01925,53.4526
a100,wall,2,1048576,20,100,0,0,52.18728,52.05879,52.31453
a100,wall,2,1048576,20,100,0,1,53.20363,53.11328,53.27305
a100,wall,2,1048576,20,100,1,0,52.20823,52.16634,52.23274
a100,wall,2,1048576,20,100,1,1,52.87831,52.82069,53.06706
a100,wall,2,1310720,5,20,0,0,56.9649,56.9203,57.01395
a100,wall,2,1310720,5,20,0,1,57.80295,57.50645,57.9553
a100,wall,2,1310720,5,20,1,0,56.99445,56.69585,57.5881
a100,wall,2,1310720,5,20,1,1,57.69175,57.5555,58.2203
a100,wall,2,1310720,5,100,0,0,56.70939,56.61471,56.89996
a100,wall,2,1310720,5,100,0,1,58.02756,57.76602,58.0817
a100,wall,2,1310720,5,100,1,0,56.66622,56.64325,56.73424
a100,wall,2,1310720,5,100,1,1,57.45074,57.30194,57.46515
a100,wall,2,1310720,20,20,0,0,56.84115,56.74395,56.88075
a100,wall,2,1310720,20,20,0,1,57.7514,57.72785,57.80855
a100,wall,2,1310720,20,20,1,0,56.91935,56.8657,56.9564
a100,wall,2,1310720,20,20,1,1,57.6542,57.54595,57.77295
a100,wall,2,1310720,20,100,0,0,56.63837,56.52963,56.66971
a100,wall,2,1310720,20,100,0,1,57.60352,57.40705,57.63747
a100,wall,2,1310720,20,100,1,0,57.2249,57.1212,57.36927
a100,wall,2,1310720,20,100,1,1,58.18102,57.94356,58.27572
a100,wall,2,1572864,5,20,0,0,60.9375,60.83035,60.98115
a100,wall,2,1572864,5,20,0,1,61.717,61.47805,61.73105
a100,wall,2,1572864,5,20,1,0,60.72765,60.5493,60.87095
a100,wall,2,1572864,5,20,1,1,61.5818,61.5557,61.6078
a100,wall,2,1572864,5,100,0,0,60.55692,60.52585,60.59549
a100,wall,2,1572864,5,100,0,1,60.82343,60.72135,61.09561
a100,wall,2,1572864,5,100,1,0,60.7632,60.66751,60.88395
a100,wall,2,1572864,5,100,1,1,61.34613,61.25706,61.484
a100,wall,2,1572864,20,20,0,0,61.00315,60.95555,61.03825
a100,wall,2,1572864,20,20,0,1,61.77065,61.51265,61.77165
a100,wall,2,1572864,20,20,1,0,60.9501,60.7001,61.03325
a100,wall,2,1572864,20,20,1,1,61.77715,61.7386,61.8353
a100,wall,2,1572864,20,100,0,0,60.10016,59.94904,60.18308
a100,wall,2,1572864,20,100,0,1,60.93326,60.8577,61.03324
a100,wall,2,1572864,20,100,1,0,60.28131,60.25213,60.45123
a100,wall,2,1572864,20,100,1,1,60.90548,60.89164,61.06248
a100,wall,2,2097152,5,20,0,0,68.9099,68.7611,69.1544
a100,wall,2,2097152,5,20,0,1,70.01255,69.94645,70.1413
a100,wall,2,2097152,5,20,1,0,68.5147,68.50515,68.5788
a100,wall,2,2097152,5,20,1,1,69.6454,69.59325,70.24795
a100,wall,2,2097152,5,100,0,0,68.04427,68.02932,68.22139
a100,wall,2,2097152,5,100,0,1,69.55086,69.29328,69.66394
a100,wall,2,2097152,5,100,1,0,68.29013,68.20537,68.36317
a100,wall,2,2097152,5,100,1,1,69.44165,69.36262,69.53502
a100,wall,2,2097152,20,20,0,0,68.57125,68.52575,68.7822
a100,wall,2,2097152,20,20,0,1,70.2014,69.8382,70.2811
a100,wall,2,2097152,20,20,1,0,68.8618,68.83975,68.9771
a100,wall,2,2097152,20,20,1,1,70.2781,70.1819,70.5095
a100,wall,2,2097152,20,100,0,0,68.19868,67.99617,68.20976
a100,wall,2,2097152,20,100,0,1,69.45397,69.31934,69.56479
a100,wall,2,2097152,20,100,1,0,68.2717,68.1593,68.37131
a100,wall,2,2097152,20,100,1,1,69.51017,69.47261,69.74334
a100,wall,2,3145728,5,20,0,0,84.8697,84.85665,84.9288
a100,wall,2,3145728,5,20,0,1,87.1476,87.12005,87.14905
a100,wall,2,3145728,5,20,1,0,84.68485,84.66835,84.72095
a100,wall,2,3145728,5,20,1,1,86.9562,86.94975,87.0023
a100,wall,2,3145728,5,100,0,0,84.22968,84.15323,84.43748
a100,wall,2,3145728,5,100,0,1,86.70945,86.29248,87.03193
a100,wall,2,3145728,5,100,1,0,84.32146,84.29601,84.33669
a100,wall,2,3145728,5,100,1,1,86.61649,86.54958,86.64213
a100,wall,2,3145728,20,20,0,0,85.03505,84.72745,85.0901
a100,wall,2,3145728,20,20,0,1,87.3891,87.16965,87.64455
a100,wall,2,3145728,20,20,1,0,84.94335,84.88525,84.9599
a100,wall,2,3145728,20,20,1,1,87.3039,87.2017,87.31495
a100,wall,2,3145728,20,100,0,0,84.25894,84.23555,84.31286
a100,wall,2,3145728,20,100,0,1,86.72429,86.44717,86.7849
a100,wall,2,3145728,20,100,1,0,84.29859,84.20474,84.31256
a100,wall,2,3145728,20,100,1,1,86.62619,86.35777,86.65867
a100,wall,2,4194304,5,20,0,0,98.57365,98.33115,98.78855
a100,wall,2,4194304,5,20,0,1,100.7158,100.3075,100.97475
a100,wall,2,4194304,5,20,1,0,98.2661,98.0862,98.35375
a100,wall,2,4194304,5,20,1,1,100.9141,100.4087,101.02835
a100,wall,2,4194304,5,100,0,0,98.01418,97.79545,98.02568
a100,wall,2,4194304,5,100,0,1,100.32326,100.05434,100.34761
a100,wall,2,4194304,5,100,1,0,98.0219,97.89524,98.30571
a100,wall,2,4194304,5,100,1,1,100.13715,100.12984,100.22648
a100,wall,2,4194304,20,20,0,0,98.497,98.3362,98.57165
a100,wall,2,4194304,20,20,0,1,100.69925,100.56755,100.7283
a100,wall,2,4194304,20,20,1,0,98.5782,98.22195,98.77605
a100,wall,2,4194304,20,20,1,1,100.81895,100.5159,100.83605
a100,wall,2,4194304,20,100,0,0,97.88978,97.65437,97.90089
a100,wall,2,4194304,20,100,0,1,99.96444,99.85421,100.12323
a100,wall,2,4194304,20,100,1,0,97.86465,97.77461,98.25393
a100,wall,2,4194304,20,100,1,1,100.17705,100.08795,100.20127
a100,wall,4,8,5,20,0,0,13.0607,13.03615,13.09075
a100,wall,4,8,5,20,0,1,12.98205,12.961,13.205
a100,wall,4,8,5,20,1,0,13.0647,13.0126,13.0687
a100,wall,4,8,5,20,1,1,13.5516,13.40985,13.6363
a100,wall,4,8,5,100,0,0,12.18651,12.16306,12.39702
a100,wall,4,8,5,100,0,1,12.4446,12.41515,12.5453
a100,wall,4,8,5,100,1,0,12.23149,12.21256,12.233
a100,wall,4,8,5,100,1,1,12.47065,12.37688,12.55803
a100,wall,4,8,20,20,0,0,12.9034,12.8027,12.959
a100,wall,4,8,20,20,0,1,12.98255,12.83225,13.02865
a100,wall,4,8,20,20,1,0,13.0191,12.94295,13.02565
a100,wall,4,8,20,20,1,1,12.98705,12.7977,13.0231
a100,wall,4,8,20,100,0,0,12.31445,12.30013,12.34501
a100,wall,4,8,20,100,0,1,12.45262,12.42056,12.47376
a100,wall,4,8,20,100,1,0,12.35243,12.17188,12.36736
a100,wall,4,8,20,100,1,1,12.45612,12.31045,12.47336
a100,wall,4,1024,5,20,0,0,14.9308,14.86365,15.02745
a100,wall,4,1024,5,20,0,1,15.551,15.40375,15.69875
a100,wall,4,1024,5,20,1,0,14.8301,14.6232,15.06905
a100,wall,4,1024,5,20,1,1,15.554,15.47885,15.57355
a100,wall,4,1024,5,100,0,0,14.20771,14.18707,14.2517
a100,wall,4,1024,5,100,0,1,14.8759,14.85566,14.92438
a100,wall,4,1024,5,100,1,0,14.07555,14.07014,14.25289
a100,wall,4,1024,5,100,1,1,14.81537,14.79995,14.95686
a100,wall,4,1024,20,20,0,0,14.65675,14.65075,14.6633
a100,wall,4,1024,20,20,0,1,14.4945,14.42185,14.54055
a100,wall,4,1024,20,20,1,0,14.7304,14.70585,14.7319
a100,wall,4,1024,20,20,1,1,14.57565,14.47895,14.7605
a100,wall,4,1024,20,100,0,0,14.2077,14.05431,14.28776
a100,wall,4,1024,20,100,0,1,14.69324,14.68333,14.73803
a100,wall,4,1024,20,100,1,0,14.20952,14.18686,14.21673
a100,wall,4,1024,20,100,1,1,14.6746,14.57672,14.68252
a100,wall,4,524288,5,20,0,0,23.55945,23.49585,23.81095
a100,wall,4,524288,5,20,0,1,25.142,25.1084,25.23965
a100,wall,4,524288,5,20,1,0,23.6085,23.5434,23.67765
a100,wall,4,524288,5,20,1,1,25.2347,25.18005,25.29525
a100,wall,4,524288,5,100,0,0,22.91991,22.88003,23.08432
a100,wall,4,524288,5,100,0,1,24.92789,24.8853,24.9461
a100,wall,4,524288,5,100,1,0,22.9112,22.90007,22.92001
a100,wall,4,524288,5,100,1,1,24.82477,24.78512,24.95024
a100,wall,4,524288,20,20,0,0,23.576,23.572,23.58445
a100,wall,4,524288,20,20,0,1,23.54645,23.49035,23.6351
a100,wall,4,524288,20,20,1,0,23.67015,23.50635,23.82195
a100,wall,4,524288,20,20,1,1,23.50785,23.4688,23.587
a100,wall,4,524288,20,100,0,0,23.04525,22.96159,23.05056
a100,wall,4,524288,20,100,0,1,24.66257,24.64584,24.69845
a100,wall,4,524288,20,100,1,0,23.03674,22.95708,23.07391
a100,wall,4,524288,20,100,1,1,24.54755,24.44345,24.55586
a100,wall,4,786432,5,20,0,0,26.94245,26.73205,27.07675
a100,wall,4,786432,5,20,0,1,27.222,27.1629,27.39535
a100,wall,4,786432,5,20,1,0,26.967,26.73655,27.1063
a100,wall,4,786432,5,20,1,1,27.2611,27.19795,27.2651
a100,wall,4,786432,5,100,0,0,26.16988,26.16588,26.34863
a100,wall,4,786432,5,100,0,1,27.16879,27.14656,27.19677
a100,wall,4,786432,5,100,1,0,26.22349,26.1782,26.2293
a100,wall,4,786432,5,100,1,1,27.06168,27.02873,27.21931
a100,wall,4,786432,20,20,0,0,27.1709,27.03065,27.2666
a100,wall,4,786432,20,20,0,1,27.64485,27.5927,27.68945
a100,wall,4,786432,20,20,1,0,27.1469,26.8613,27.20345
a100,wall,4,786432,20,20,1,1,27.5737,27.44295,27.59825
a100,wall,4,786432,20,100,0,0,26.55532,26.48449,26.56354
a100,wall,4,786432,20,100,0,1,27.34836,27.30397,27.34906
a100,wall,4,786432,20,100,1,0,26.55854,26.48227,26.63067
a100,wall,4,786432,20,100,1,1,27.17582,27.13354,27.28252
a100,wall,4,1048576,5,20,0,0,32.11445,32.06735,32.1355
a100,wall,4,1048576,5,20,0,1,32.93805,32.8945,32.94505
a100,wall,4,1048576,5,20,1,0,32.12695,32.0714,32.1796
a100,wall,4,1048576,5,20,1,1,32.78875,32.77075,32.96055
a100,wall,4,1048576,5,100,0,0,31.58131,31.53483,31.75165
a100,wall,4,1048576,5,100,0,1,32.84554,32.84365,32.93194
a100,wall,4,1048576,5,100,1,0,31.59264,31.58022,31.59575
a100,wall,4,1048576,5,100,1,1,32.9136,32.86118,32.94365
a100,wall,4,1048576,20,20,0,0,32.36395,32.32485,32.54575
a100,wall,4,1048576,20,20,0,1,33.6118,33.5953,33.6379
a100,wall,4,1048576,20,20,1,0,32.30835,32.27925,32.4015
a100,wall,4,1048576,20,20,1,1,33.76665,33.6815,33.7947
a100,wall,4,1048576,20,100,0,0,31.80694,31.7284,31.82268
a100,wall,4,1048576,20,100,0,1,33.17571,33.15607,33.23761
a100,wall,4,1048576,20,100,1,0,31.79653,31.66766,31.88241
a100,wall,4,1048576,20,100,1,1,33.04283,33.03712,33.07589
a100,wall,4,1310720,5,20,0,0,37.51035,37.46225,37.61455
a100,wall,4,1310720,5,20,0,1,38.6896,38.59245,38.74975
a100,wall,4,1310720,5,20,1,0,37.4928,37.41465,37.59
a100,wall,4,1310720,5,20,1,1,38.63755,38.62805,38.65305
a100,wall,4,1310720,5,100,0,0,36.92532,36.90259,37.20255
a100,wall,4,1310720,5,100,0,1,38.45616,38.43523,38.4572
a100,wall,4,1310720,5,100,1,0,37.00549,36.98254,37.05689
a100,wall,4,1310720,5,100,1,1,38.33803,38.33314,38.47542
a100,wall,4,1310720,20,20,0,0,38.1711,38.0108,38.27785
a100,wall,4,1310720,20,20,0,1,39.1701,39.0859,39.1961
a100,wall,4,1310720,20,20,1,0,37.96725,37.9522,37.97875
a100,wall,4,1310720,20,20,1,1,39.2056,39.10395,39.2257
a100,wall,4,1310720,20,100,0,0,37.70553,37.70473,37.73378
a100,wall,4,1310720,20,100,0,1,38.84473,38.69234,38.88431
a100,wall,4,1310720,20,100,1,0,37.66346,37.58548,37.83278
a100,wall,4,1310720,20,100,1,1,38.78842,38.61259,38.79403
a100,wall,4,1572864,5,20,0,0,46.1896,45.9501,46.2737
a100,wall,4,1572864,5,20,0,1,47.3849,47.3238,47.4019
a100,wall,4,1572864,5,20,1,0,46.17405,45.95115,46.21765
a100,wall,4,1572864,5,20,1,1,47.2852,47.2752,47.38645
a100,wall,4,1572864,5,100,0,0,45.92699,45.92448,45.97098
a100,wall,4,1572864,5,100,0,1,47.30163,47.28443,47.3409
a100,wall,4,1572864,5,100,1,0,45.59485,45.59135,45.65766
a100,wall,4,1572864,5,100,1,1,46.98992,46.98525,47.07019
a100,wall,4,1572864,20,20,0,0,46.28275,46.1981,46.41855
a100,wall,4,1572864,20,20,0,1,47.4375,47.34785,47.6229
a100,wall,4,1572864,20,20,1,0,46.1285,46.1029,46.1896
a100,wall,4,1572864,20,20,1,1,47.4871,47.441,47.4956
a100,wall,4,1572864,20,100,0,0,46.44467,46.25862,46.50883
a100,wall,4,1572864,20,100,0,1,48.44603,48.19847,48.56648
a100,wall,4,1572864,20,100,1,0,45.89643,45.74735,45.90135
a100,wall,4,1572864,20,100,1,1,47.35163,47.33961,47.40734
a100,wall,4,2097152,5,20,0,0,51.29145,51.28195,51.29745
a100,wall,4,2097152,5,20,0,1,52.8209,52.6796,52.8695
a100,wall,4,2097152,5,20,1,0,51.3721,51.30045,51.48685
a100,wall,4,2097152,5,20,1,1,52.67665,52.64655,52.8244
a100,wall,4,2097152,5,100,0,0,53.31986,53.15004,53.6093
a100,wall,4,2097152,5,100,0,1,54.6475,54.59059,54.71034
a100,wall,4,2097152,5,100,1,0,51.8442,51.80243,51.93607
a100,wall,4,2097152,5,100,1,1,54.43319,54.35953,54.77795
a100,wall,4,2097152,20,20,0,0,51.39165,51.29545,51.4197
a100,wall,4,2097152,20,20,0,1,52.8124,52.66605,52.8214
a100,wall,4,2097152,20,20,1,0,51.4127,51.36155,51.41815
a100,wall,4,2097152,20,20,1,1,52.80735,52.80135,52.96015
a100,wall,4,2097152,20,100,0,0,53.18177,53.07067,53.32896
a100,wall,4,2097152,20,100,0,1,53.47226,53.25534,53.4924
a100,wall,4,2097152,20,100,1,0,53.44781,53.44386,53.45562
a100,wall,4,2097152,20,100,1,1,54.28029,54.17579,54.28171
a100,wall,4,3145728,5,20,0,0,63.84465,63.81255,63.8843
a100,wall,4,3145728,5,20,0,1,65.17225,65.02445,65.17975
a100,wall,4,3145728,5,20,1,0,63.8276,63.69635,63.8662
a100,wall,4,3145728,5,20,1,1,65.20025,65.09205,65.4132
a100,wall,4,3145728,5,100,0,0,64.22389,64.21355,64.36326
a100,wall,4,3145728,5,100,0,1,65.66623,65.65736,65.76054
a100,wall,4,3145728,5,100,1,0,64.98215,64.95099,65.12851
a100,wall,4,3145728,5,100,1,1,65.94982,65.73528,65.97408
a100,wall,4,3145728,20,20,0,0,64.0751,63.9373,64.1768
a100,wall,4,3145728,20,20,0,1,65.2689,65.1657,65.33055
a100,wall,4,3145728,20,20,1,0,64.0756,63.80405,64.12265
a100,wall,4,3145728,20,20,1,1,65.322,65.18525,65.45375
a100,wall,4,3145728,20,100,0,0,63.38415,63.26857,63.4567
a100,wall,4,3145728,20,100,0,1,64.98206,64.92153,65.10119
a100,wall,4,3145728,20,100,1,0,64.28532,64.18107,64.35775
a100,wall,4,3145728,20,100,1,1,64.74748,64.71632,64.75281
a100,wall,4,4194304,5,20,0,0,77.21845,77.16985,77.229
a100,wall,4,4194304,5,20,0,1,79.29795,79.17875,79.53995
a100,wall,4,4194304,5,20,1,0,77.38725,77.3577,77.3928
a100,wall,4,4194304,5,20,1,1,79.37815,79.3115,79.68825
a100,wall,4,4194304,5,100,0,0,76.47881,76.44315,76.67221
a100,wall,4,4194304,5,100,0,1,78.87322,78.83703,78.97828
a100,wall,4,4194304,5,100,1,0,76.58523,76.55265,76.71368
a100,wall,4,4194304,5,100,1,1,78.86765,78.64472,78.89173
a100,wall,4,4194304,20,20,0,0,78.0646,77.9243,78.0966
a100,wall,4,4194304,20,20,0,1,80.6636,80.00685,80.6957
a100,wall,4,4194304,20,20,1,0,77.35515,77.3066,77.51055
a100,wall,4,4194304,20,20,1,1,79.82695,79.4883,79.84555
a100,wall,4,4194304,20,100,0,0,76.89566,76.88429,77.07307
a100,wall,4,4194304,20,100,0,1,79.41627,79.27743,79.45407
a100,wall,4,4194304,20,100,1,0,76.88958,76.84143,77.11876
a100,wall,4,4194304,20,100,1,1,79.19606,79.12231,79.29526
gh200,event,2,8,5,20,0,0,7.06719979644,7.05119967461,7.08639994264
gh200,event,2,8,5,20,0,1,7.2879999876,7.22400024533,7.60959982872
gh200,event,2,8,5,20,1,0,7.30879977345,7.1695998311,7.38399997354
gh200,event,2,8,5,20,1,1,7.20480009913,7.19359964132,7.35199972987
gh200,event,2,8,5,100,0,0,6.59936010838,6.37567996979,6.60640001297
gh200,event,2,8,5,100,0,1,6.49728000164,6.4406400919,6.61759972572
gh200,event,2,8,5,100,1,0,6.57055974007,6.43231987953,6.6278398037
gh200,event,2,8,5,100,1,1,6.55647993088,6.53472006321,6.81216001511
gh200,event,2,8,20,20,0,0,6.92640021443,6.88479989767,7.16160014272
gh200,event,2,8,20,20,0,1,7.34400004148,7.19679966569,7.3871999979
gh200,event,2,8,20,20,1,0,7.14560002089,7.1280002594,7.34879970551
gh200,event,2,8,20,20,1,1,7.08639994264,6.20799995959,7.22559988499
gh200,event,2,8,20,100,0,0,6.62335991859,5.69343984127,6.82272017002
gh200,event,2,8,20,100,0,1,6.51776015759,5.91552019119,6.71679973602
gh200,event,2,8,20,100,1,0,6.8419200182,6.51072025299,6.98880016804
gh200,event,2,8,20,100,1,1,6.65535986423,6.64864003658,6.66559994221
gh200,event,2,1024,5,20,0,0,6.95040002465,6.90400004387,7.32479989529
gh200,event,2,1024,5,20,0,1,6.83680027723,6.81760013103,6.90559968352
gh200,event,2,1024,5,20,1,0,6.83839991689,6.79839998484,6.9711998105
gh200,event,2,1024,5,20,1,1,6.98560029268,6.85919970274,7.01759979129
gh200,event,2,1024,5,100,0,0,6.67071998119,6.60896003246,6.68543994427
gh200,event,2,1024,5,100,0,1,6.52032017708,6.46336019039,6.5532797575
gh200,event,2,1024,5,100,1,0,6.42080008984,6.41951978207,6.50207996368
gh200,event,2,1024,5,100,1,1,6.3932800293,6.38463973999,6.60863995552
gh200,event,2,1024,20,20,0,0,6.90400004387,6.83680027723,6.90559968352
gh200,event,2,1024,20,20,0,1,7.07840025425,6.85919970274,7.08639994264
gh200,event,2,1024,20,20,1,0,7.00479969382,6.81919977069,7.02079981565
gh200,event,2,1024,20,20,1,1,6.87519982457,6.13120011985,6.9711998105
gh200,event,2,1024,20,100,0,0,6.50240004063,6.43487989902,6.50847971439
gh200,event,2,1024,20,100,0,1,6.4899200201,6.36672019958,6.54208004475
gh200,event,2,1024,20,100,1,0,6.74336016178,6.48000001907,6.77504003048
gh200,event,2,1024,20,100,1,1,6.72479987144,6.58879995346,6.74528002739
