architecture,width,bytes,control,baseline_us,reference_us,controlled_us,baseline_gap_us,controlled_gap_us,effect_us,twice_pooled_iqr_us,qualifies,diagnostic_tiny
gh200,4,2097152,rotation_only,26.6175985336,26.01234,29.5792013407,0.6052585336000007,3.566861340700001,2.9616028071000002,1.4050893660976327,False,False
gh200,4,2097152,joint,26.6175985336,26.01234,30.2959990501,0.6052585336000007,4.2836590501000025,3.6784005165000018,1.4085259489798605,False,False
gh200,4,3145728,warmup_only,32.5695991516,32.45118,32.5856000185,0.11841915160000127,0.13442001850000196,0.016000866900000688,0.3092060989630486,False,False
gh200,4,3145728,iterations_only,32.5695991516,32.45118,32.2521591187,0.11841915160000127,0.19902088130000095,0.3174400329000022,0.4264170907476315,False,False
gh200,4,3145728,workers_only,32.5695991516,32.45118,32.6415985823,0.11841915160000127,0.19041858229999775,0.07199943069999648,0.4780987003395675,False,False
gh200,4,3145728,rotation_only,32.5695991516,32.45118,34.0512007475,0.11841915160000127,1.6000207474999968,1.4816015958999955,0.1951978832479965,False,False
gh200,4,3145728,joint,32.5695991516,32.45118,33.9833593369,0.11841915160000127,1.5321793369000005,1.4137601852999993,0.20086634857671148,False,False
gh200,4,4194304,warmup_only,40.1648014784,40.42277,40.3376013041,0.2579685215999987,0.08516869590000198,0.17279982569999675,0.8612800418025858,False,False
gh200,4,4194304,iterations_only,40.1648014784,40.42277,39.9372792244,0.2579685215999987,0.48549077559999887,0.22752225400000015,0.9527507462322766,False,False
gh200,4,4194304,workers_only,40.1648014784,40.42277,40.1120007038,0.2579685215999987,0.31076929620000016,0.05280077460000143,0.6630241730136996,False,False
gh200,4,4194304,rotation_only,40.1648014784,40.42277,42.9183989763,0.2579685215999987,2.4956289762999972,2.753597497899996,0.3882674076404481,False,False
gh200,4,4194304,joint,40.1648014784,40.42277,42.7017593384,0.2579685215999987,2.2789893384000024,2.536957860000001,0.08804256815064387,False,False
